year,quarter,region,area,level_of_edu,value,unit,source
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,Total,Higher Education - Teacher Education Track,71.83,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,Total,Other Education,100.0,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,Total,No Data,63.88,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Total,61.44,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,No Education,26.7,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Below Primary Education,47.84,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Primary Education,74.48,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Lower Secondary Education,53.46,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - General Track,61.96,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,59.79,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Academic Track,84.36,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Vocational Track,82.97,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Higher Education - Teacher Education Track,69.61,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,Other Education,0.0,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,No Data,75.19,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Total,62.83,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,No Education,24.54,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Below Primary Education,52.51,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Primary Education,78.69,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Lower Secondary Education,54.26,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - General Track,68.09,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,60.96,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,0.0,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Higher Education - Academic Track,84.98,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Higher Education - Vocational Track,83.25,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Higher Education - Teacher Education Track,73.62,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,Other Education,100.0,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,No Data,47.31,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Total,69.44,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,No Education,47.2,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Below Primary Education,58.46,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Primary Education,77.31,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Lower Secondary Education,61.73,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Upper Secondary Education - General Track,71.75,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Upper Secondary Education - Vocational Track,71.67,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Upper Secondary Education - Academic Track,76.65,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Higher Education - Academic Track,84.89,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Higher Education - Vocational Track,86.63,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Higher Education - Teacher Education Track,76.45,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,Other Education,66.1,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,Total,No Data,83.16,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Total,67.24,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,No Education,52.29,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Below Primary Education,51.42,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Primary Education,74.28,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Lower Secondary Education,59.3,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Upper Secondary Education - General Track,66.77,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,68.7,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Upper Secondary Education - Academic Track,34.99,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Higher Education - Academic Track,84.29,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Higher Education - Vocational Track,84.84,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Higher Education - Teacher Education Track,66.78,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,Other Education,80.05,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,ในเขตเทศบาล,No Data,81.86,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Total,70.56,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,นอกเขตเทศบาล,No Education,45.01,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Below Primary Education,61.45,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Primary Education,78.46,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Lower Secondary Education,62.91,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - General Track,74.49,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,73.96,Percentage,National Statistical Office of Thailand
2562,Quarter 2,ภาคใต้,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
